accuracy,algorithm,dataset,efficiency,percentage,reduce_efficiency
0.8418933978980447,snn,credita,0.00278778076171875,8.421923402453903,0.5595381736755372
0.8419732975860276,drop2,credita,0.002592778205871582,5.571051320449341,1.9918339014053346
0.8623105984586118,enn,credita,0.006738400459289551,87.69775016997013,0.050667524337768555
0.8797067228606078,no,credita,0.007491683959960938,100.0,1.366138458251953e-05
