accuracy,efficiency,k,distance,policy,weighting,fold
0.8833592534992224,0.6143832206726074,1,chebyshev,majority,mutual_info,satimage-3
0.8833592534992224,0.4187145233154297,5,2-norm,majority,relief,satimage-8
0.8833592534992224,0.6269218921661377,3,chebyshev,majority,mutual_info,satimage-0
0.8833592534992224,0.922210693359375,1,2-norm,sheppard,relief,satimage-6
0.8833592534992224,0.4906344413757324,1,2-norm,inverse,relief,satimage-6
0.8833592534992224,0.4203667640686035,1,2-norm,majority,relief,satimage-6
0.8833592534992224,0.6253361701965332,1,chebyshev,sheppard,mutual_info,satimage-3
0.8833592534992224,0.6163249015808105,1,chebyshev,inverse,mutual_info,satimage-3
0.8833592534992224,0.6030220985412598,5,chebyshev,sheppard,uniform,satimage-3
0.8837209302325582,0.44084906578063965,3,2-norm,inverse,relief,satimage-2
0.8837209302325582,0.4205746650695801,7,2-norm,sheppard,relief,satimage-2
0.8837209302325582,0.4194037914276123,3,2-norm,sheppard,relief,satimage-2
0.8837209302325582,0.4187633991241455,7,2-norm,inverse,relief,satimage-2
0.8837209302325582,0.42264556884765625,7,2-norm,majority,relief,satimage-2
0.8837209302325582,0.6152496337890625,7,chebyshev,majority,mutual_info,satimage-2
0.8839009287925697,0.4245619773864746,1,2-norm,inverse,relief,satimage-7
0.8839009287925697,0.42507362365722656,1,2-norm,majority,relief,satimage-7
0.8839009287925697,0.9394042491912842,3,chebyshev,majority,mutual_info,satimage-7
0.8839009287925697,0.4224965572357178,1,2-norm,sheppard,relief,satimage-7
0.8849144634525661,0.7593779563903809,3,chebyshev,sheppard,mutual_info,satimage-6
0.8849144634525661,0.6674449443817139,1,chebyshev,inverse,uniform,satimage-6
0.8849144634525661,0.6197247505187988,3,chebyshev,majority,mutual_info,satimage-3
0.8849144634525661,0.7605016231536865,1,chebyshev,majority,uniform,satimage-6
0.8849144634525661,0.6350183486938477,5,chebyshev,sheppard,mutual_info,satimage-6
0.8849144634525661,0.7085244655609131,3,chebyshev,inverse,mutual_info,satimage-6
0.8849144634525661,0.6087453365325928,1,chebyshev,majority,mutual_info,satimage-1
0.8849144634525661,0.6083738803863525,1,chebyshev,inverse,mutual_info,satimage-1
0.8849144634525661,0.6091935634613037,1,chebyshev,sheppard,mutual_info,satimage-1
0.8849144634525661,0.4177579879760742,1,1-norm,majority,relief,satimage-3
0.8849144634525661,0.6280903816223145,3,chebyshev,majority,mutual_info,satimage-6
0.8849144634525661,0.412416934967041,1,1-norm,inverse,relief,satimage-3
0.8849144634525661,0.595134973526001,1,chebyshev,sheppard,uniform,satimage-6
0.8849144634525661,0.6740572452545166,5,chebyshev,inverse,mutual_info,satimage-6
0.8849144634525661,0.4134664535522461,1,1-norm,sheppard,relief,satimage-3
0.8852713178294573,0.4373917579650879,3,2-norm,majority,relief,satimage-2
0.8852713178294573,0.6468801498413086,7,chebyshev,majority,uniform,satimage-5
0.8864696734059098,0.41678500175476074,1,1-norm,majority,relief,satimage-0
0.8864696734059098,0.42234134674072266,7,2-norm,majority,relief,satimage-1
0.8864696734059098,0.41350507736206055,1,1-norm,inverse,relief,satimage-0
0.8864696734059098,0.6253190040588379,7,chebyshev,sheppard,mutual_info,satimage-3
0.8864696734059098,0.44063258171081543,3,2-norm,majority,relief,satimage-0
0.8864696734059098,0.6370701789855957,3,chebyshev,inverse,mutual_info,satimage-0
0.8864696734059098,0.6364011764526367,3,chebyshev,sheppard,mutual_info,satimage-0
0.8864696734059098,0.646357536315918,7,chebyshev,inverse,mutual_info,satimage-3
0.8864696734059098,0.4057338237762451,1,1-norm,sheppard,relief,satimage-0
0.8864696734059098,0.6157422065734863,3,chebyshev,majority,uniform,satimage-3
0.8864696734059098,0.6140971183776855,5,chebyshev,sheppard,mutual_info,satimage-3
0.8864696734059098,0.42144179344177246,5,1-norm,majority,relief,satimage-0
0.8864696734059098,0.42015647888183594,7,2-norm,majority,relief,satimage-8
0.8868217054263566,0.6338117122650146,7,chebyshev,sheppard,uniform,satimage-5
0.8868217054263566,0.6082167625427246,5,chebyshev,sheppard,uniform,satimage-5
0.8868217054263566,0.6091170310974121,5,chebyshev,inverse,uniform,satimage-5
0.8868217054263566,0.6226317882537842,7,chebyshev,inverse,uniform,satimage-5
0.8868217054263566,0.41513705253601074,1,1-norm,majority,relief,satimage-5
0.8868217054263566,0.4135570526123047,1,1-norm,inverse,relief,satimage-5
0.8868217054263566,0.4101698398590088,1,1-norm,sheppard,relief,satimage-5
0.8869969040247678,0.4305381774902344,3,2-norm,inverse,relief,satimage-7
0.8869969040247678,0.4241821765899658,3,2-norm,sheppard,relief,satimage-7
0.8878504672897196,0.6357762813568115,3,chebyshev,majority,mutual_info,satimage-9
0.8880248833592534,0.4323303699493408,7,2-norm,majority,uniform,satimage-0
0.8880248833592534,0.42524218559265137,7,2-norm,inverse,uniform,satimage-0
0.8880248833592534,0.6173453330993652,5,chebyshev,inverse,mutual_info,satimage-3
0.8880248833592534,0.42081499099731445,7,2-norm,inverse,relief,satimage-8
0.8880248833592534,0.44701504707336426,3,2-norm,sheppard,relief,satimage-0
0.8880248833592534,0.4170224666595459,7,2-norm,sheppard,relief,satimage-8
0.8880248833592534,0.4125082492828369,3,1-norm,inverse,relief,satimage-8
0.8880248833592534,0.4126279354095459,3,1-norm,sheppard,relief,satimage-8
0.8880248833592534,0.4770491123199463,7,2-norm,inverse,relief,satimage-1
0.8880248833592534,0.610248327255249,7,chebyshev,majority,mutual_info,satimage-1
0.8880248833592534,0.45014166831970215,3,2-norm,inverse,relief,satimage-0
0.8880248833592534,0.6203289031982422,5,chebyshev,sheppard,mutual_info,satimage-1
0.8880248833592534,0.4353945255279541,5,2-norm,inverse,mutual_info,satimage-0
0.8880248833592534,0.4305880069732666,5,2-norm,sheppard,mutual_info,satimage-0
0.8880248833592534,0.6119036674499512,5,chebyshev,inverse,mutual_info,satimage-1
0.8880248833592534,0.42330145835876465,5,2-norm,inverse,relief,satimage-1
