accuracy,efficiency,k,distance,policy,weighting,fold
0.782608695652174,0.00774693489074707,1,1-norm,majority,mutual_info,credita-4
0.782608695652174,0.00759124755859375,5,2-norm,majority,uniform,credita-2
0.782608695652174,0.007216691970825195,1,2-norm,sheppard,relief,credita-2
0.782608695652174,0.007453441619873047,5,1-norm,majority,uniform,credita-2
0.782608695652174,0.007518768310546875,1,2-norm,majority,relief,credita-2
0.782608695652174,0.007512092590332031,3,2-norm,majority,relief,credita-2
0.782608695652174,0.0075953006744384766,5,2-norm,inverse,relief,credita-2
0.782608695652174,0.0069484710693359375,1,1-norm,sheppard,mutual_info,credita-4
0.782608695652174,0.007096767425537109,3,chebyshev,sheppard,relief,credita-2
0.782608695652174,0.007364749908447266,3,chebyshev,majority,relief,credita-2
0.782608695652174,0.007416963577270508,1,1-norm,inverse,mutual_info,credita-4
0.782608695652174,0.007009744644165039,1,1-norm,sheppard,uniform,credita-4
0.782608695652174,0.007415771484375,1,1-norm,inverse,uniform,credita-4
0.782608695652174,0.007395029067993164,3,2-norm,sheppard,relief,credita-2
0.782608695652174,0.0074236392974853516,1,2-norm,inverse,relief,credita-2
0.782608695652174,0.0076007843017578125,7,2-norm,inverse,relief,credita-2
0.782608695652174,0.007518291473388672,7,1-norm,inverse,uniform,credita-2
0.782608695652174,0.0073664188385009766,3,1-norm,inverse,uniform,credita-2
0.782608695652174,0.007193326950073242,7,1-norm,sheppard,relief,credita-2
0.782608695652174,0.00783538818359375,1,1-norm,majority,uniform,credita-4
0.7857142857142857,0.00685882568359375,7,chebyshev,majority,uniform,credita-3
0.7857142857142857,0.007575035095214844,1,2-norm,inverse,uniform,credita-1
0.7857142857142857,0.0076639652252197266,1,2-norm,majority,uniform,credita-1
0.7857142857142857,0.007659912109375,3,2-norm,majority,uniform,credita-3
0.7857142857142857,0.007309436798095703,1,2-norm,sheppard,uniform,credita-1
0.7887323943661971,0.007085084915161133,7,chebyshev,sheppard,uniform,credita-0
0.7887323943661971,0.00728154182434082,7,chebyshev,inverse,uniform,credita-0
0.7887323943661971,0.007342815399169922,1,1-norm,sheppard,relief,credita-0
0.7887323943661971,0.0077707767486572266,1,1-norm,inverse,relief,credita-0
0.7887323943661971,0.007794380187988281,1,1-norm,majority,relief,credita-0
0.7887323943661971,0.007262229919433594,5,chebyshev,inverse,uniform,credita-0
0.7887323943661971,0.007982254028320312,1,2-norm,majority,uniform,credita-0
0.7887323943661971,0.007588863372802734,1,2-norm,sheppard,uniform,credita-0
0.7887323943661971,0.007839679718017578,1,2-norm,inverse,uniform,credita-0
0.7941176470588235,0.007433652877807617,5,2-norm,majority,uniform,credita-7
0.7941176470588235,0.007494211196899414,3,2-norm,inverse,uniform,credita-8
0.7941176470588235,0.007593631744384766,5,2-norm,inverse,relief,credita-8
0.7941176470588235,0.0074443817138671875,3,2-norm,inverse,relief,credita-8
0.7941176470588235,0.007588386535644531,7,2-norm,inverse,relief,credita-8
0.7941176470588235,0.0074994564056396484,7,chebyshev,inverse,relief,credita-8
0.7941176470588235,0.007353067398071289,7,1-norm,majority,uniform,credita-7
0.7941176470588235,0.007138729095458984,5,1-norm,sheppard,uniform,credita-7
0.7941176470588235,0.007296085357666016,3,1-norm,inverse,relief,credita-8
0.7941176470588235,0.007464885711669922,7,2-norm,majority,uniform,credita-7
0.7941176470588235,0.007342815399169922,3,chebyshev,inverse,relief,credita-8
0.7941176470588235,0.0072247982025146484,3,1-norm,majority,relief,credita-7
0.7941176470588235,0.007433652877807617,7,2-norm,majority,relief,credita-7
0.7941176470588235,0.007177591323852539,7,1-norm,sheppard,relief,credita-7
0.7941176470588235,0.007333517074584961,7,1-norm,majority,relief,credita-7
0.7941176470588235,0.007424354553222656,3,2-norm,majority,mutual_info,credita-8
0.7941176470588235,0.007215738296508789,3,2-norm,sheppard,mutual_info,credita-8
0.7941176470588235,0.007073879241943359,3,1-norm,sheppard,relief,credita-7
0.7941176470588235,0.007113456726074219,1,2-norm,sheppard,relief,credita-8
0.7941176470588235,0.007319927215576172,7,2-norm,sheppard,relief,credita-7
0.7941176470588235,0.007448434829711914,1,2-norm,majority,relief,credita-8
0.7941176470588235,0.007425546646118164,1,2-norm,inverse,relief,credita-8
0.7971014492753623,0.0072553157806396484,7,chebyshev,sheppard,relief,credita-2
0.7971014492753623,0.007313251495361328,5,chebyshev,majority,relief,credita-2
0.7971014492753623,0.0073506832122802734,5,chebyshev,inverse,relief,credita-2
0.7971014492753623,0.00720524787902832,5,chebyshev,sheppard,relief,credita-2
0.7971014492753623,0.007180213928222656,5,1-norm,sheppard,relief,credita-2
0.7971014492753623,0.007302284240722656,3,chebyshev,inverse,relief,credita-2
0.7971014492753623,0.007359743118286133,3,chebyshev,inverse,mutual_info,credita-4
0.7971014492753623,0.007216453552246094,1,2-norm,sheppard,mutual_info,credita-4
0.7971014492753623,0.0075016021728515625,1,2-norm,inverse,mutual_info,credita-4
0.7971014492753623,0.007573366165161133,1,2-norm,majority,mutual_info,credita-4
0.7971014492753623,0.007385730743408203,7,1-norm,majority,uniform,credita-4
0.7971014492753623,0.006777763366699219,3,chebyshev,inverse,uniform,credita-4
0.7971014492753623,0.006593465805053711,1,chebyshev,inverse,uniform,credita-4
0.7971014492753623,0.006989240646362305,7,chebyshev,inverse,uniform,credita-4
0.7971014492753623,0.007495880126953125,5,1-norm,inverse,uniform,credita-2
0.7971014492753623,0.0075528621673583984,7,1-norm,inverse,mutual_info,credita-2
0.7971014492753623,0.006716489791870117,1,chebyshev,majority,uniform,credita-4
0.7971014492753623,0.00764012336730957,5,2-norm,inverse,uniform,credita-2
0.7971014492753623,0.007250785827636719,1,chebyshev,majority,relief,credita-2
0.7971014492753623,0.007118701934814453,1,chebyshev,inverse,relief,credita-2
0.7971014492753623,0.006892681121826172,1,chebyshev,sheppard,relief,credita-2
0.7971014492753623,0.00733494758605957,7,chebyshev,majority,relief,credita-2
0.7971014492753623,0.007383108139038086,5,2-norm,sheppard,uniform,credita-2
0.7971014492753623,0.007395744323730469,7,1-norm,majority,uniform,credita-2
0.7971014492753623,0.007536888122558594,3,2-norm,inverse,relief,credita-2
0.7971014492753623,0.006738424301147461,7,chebyshev,sheppard,uniform,credita-4
0.7971014492753623,0.0074160099029541016,7,chebyshev,inverse,relief,credita-2
0.7971014492753623,0.006308317184448242,1,chebyshev,sheppard,uniform,credita-4
0.8,0.007546663284301758,3,chebyshev,majority,mutual_info,credita-3
0.8,0.007508993148803711,3,chebyshev,sheppard,mutual_info,credita-3
0.8,0.007570028305053711,3,chebyshev,inverse,mutual_info,credita-3
0.8,0.007292985916137695,1,2-norm,sheppard,mutual_info,credita-1
0.8,0.007578849792480469,1,2-norm,majority,mutual_info,credita-1
0.8,0.007554292678833008,1,1-norm,inverse,mutual_info,credita-1
0.8,0.007805824279785156,1,1-norm,majority,mutual_info,credita-1
0.8,0.007586240768432617,5,chebyshev,inverse,mutual_info,credita-3
0.8,0.007142305374145508,1,1-norm,sheppard,mutual_info,credita-1
0.8,0.0076084136962890625,1,2-norm,inverse,mutual_info,credita-1
0.8,0.0076141357421875,7,2-norm,majority,uniform,credita-3
0.8,0.006990671157836914,5,chebyshev,inverse,uniform,credita-3
