accuracy,algorithm,dataset,efficiency,percentage,reduce_efficiency
0.7654921659979926,snn,satimage,0.05225977897644043,6.500921883591564,104.47846403121949
0.9002254714759772,drop2,satimage,0.07170798778533935,10.93326420665735,82.1684072971344
0.9045829707727536,enn,satimage,0.46467368602752684,91.2941345517464,3.6761743783950807
0.9129784691255471,no,satimage,1.0054263114929198,100.0,1.4352798461914063e-05
