k,p,v,w,accuracy,accuracy_sk,time_pp,time_test
5,1,max,chi2,0.9017879352379492,0.9017879352379492,0.21238162517547607,1.5821493864059448
5,1,max,relieff,0.9028777911536275,0.9028777911536275,0.2096644878387451,1.6097477674484253
5,1,invd,uniform,0.9139099151458762,0.9128212636716604,0.22105424404144286,1.5839958667755127
5,1,invd,mutual_info,0.9095606206153679,0.9083152414230113,0.206596040725708,1.5637987852096558
5,1,invd,chi2,0.9017901041855835,0.9017879352379492,0.20196363925933838,1.565549373626709
5,1,invd,relieff,0.9047445275867221,0.9028777911536275,0.19088492393493653,1.5061638593673705
5,1,sheppard,uniform,0.9142214393721894,0.9128212636716604,0.19239399433135987,1.510822319984436
5,1,sheppard,mutual_info,0.9083178948667043,0.907382835431292,0.18861782550811768,1.4946409702301025
5,1,sheppard,chi2,0.9013240234352249,0.9017879352379492,0.20886423587799072,1.5968068599700929
5,1,sheppard,relieff,0.9049002908265974,0.9028777911536275,0.20488183498382567,1.551162314414978
5,2,max,uniform,0.9097197572513169,0.9097197572513169,0.19259257316589357,0.29567546844482423
5,2,max,mutual_info,0.9072345524914527,0.9072345524914527,0.1831824541091919,0.2800248622894287
5,2,max,chi2,0.8923131946884368,0.8923131946884368,0.18270978927612305,0.2798888683319092
5,2,max,relieff,0.8909132477397297,0.8909132477397297,0.19766566753387452,0.2951196670532227
5,2,invd,uniform,0.9106545744352117,0.9097197572513169,0.18345074653625487,0.2788121223449707
5,2,invd,mutual_info,0.9058351057640313,0.9067682294895765,0.18336503505706786,0.28040003776550293
5,2,invd,chi2,0.8920031149156193,0.8923131946884368,0.18107309341430664,0.27956404685974123
5,2,invd,relieff,0.8935515668026515,0.8909132477397297,0.18107981681823732,0.28156018257141113
5,2,sheppard,uniform,0.9104988134417973,0.9097197572513169,0.19462890625,0.29673037528991697
5,2,sheppard,mutual_info,0.9070773470305893,0.9069242327275318,0.18940393924713134,0.2908902168273926
5,2,sheppard,chi2,0.8920026349264358,0.8923131946884368,0.18471689224243165,0.28823978900909425
5,2,sheppard,relieff,0.893240764803086,0.8909132477397297,0.1973121166229248,0.30321013927459717
5,inf,max,uniform,0.8885765659177848,0.10986629741182503,0.19660274982452391,1.0816662549972533
5,inf,max,mutual_info,0.8870329566472055,0.10986629741182503,0.19338583946228027,1.0766715049743651
5,inf,max,chi2,0.8718089836531581,0.10924734684941084,0.18640620708465577,1.0835430383682252
5,inf,max,relieff,0.8343336315625429,0.10986629741182503,0.19227190017700196,1.0696383714675903
5,inf,invd,uniform,0.8896681153127425,0.10986629741182503,0.19272358417510987,1.1136626958847047
5,inf,invd,mutual_info,0.8859445429106557,0.10986629741182503,0.18693630695343016,1.07217435836792
5,inf,invd,chi2,0.871032098656773,0.10924734684941084,0.22335548400878907,1.1562130451202393
5,inf,invd,relieff,0.8411698242833587,0.10986629741182503,0.19791049957275392,1.1259217500686645
5,inf,sheppard,uniform,0.8892001011129308,0.10986629741182503,0.19359586238861085,1.1152737379074096
5,inf,sheppard,mutual_info,0.8870341476168788,0.10986629741182503,0.21780579090118407,1.17503023147583
5,inf,sheppard,chi2,0.8710321009032341,0.10924734684941084,0.299953556060791,1.2814555168151855
5,inf,sheppard,relieff,0.8402369360490182,0.10986629741182503,0.20942089557647706,1.1664103269577026
7,1,max,uniform,0.9095565204647416,0.9095565204647416,0.20381731986999513,1.5925240516662598
7,1,max,mutual_info,0.9072359992402456,0.9072359992402456,0.21396474838256835,1.6059613943099975
7,1,max,chi2,0.9014771287594151,0.9014771287594151,0.2112257480621338,1.5620209455490113
7,1,max,relieff,0.900543038281237,0.900543038281237,0.19663057327270508,1.505125093460083
7,1,invd,uniform,0.912356871858823,0.9095565204647416,0.19206371307373046,1.4827160596847535
7,1,invd,mutual_info,0.9083229594955963,0.9072359992332688,0.24032888412475586,1.7107454538345337
7,1,invd,chi2,0.9011680157183006,0.9014771287594151,0.19859795570373534,1.5056191444396974
7,1,invd,relieff,0.9038092304275971,0.900543038281237,0.20597679615020753,1.5877588033676147
7,1,sheppard,uniform,0.913291929033821,0.9095565204647416,0.21332199573516847,1.5853964567184449
7,1,sheppard,mutual_info,0.9069225438109403,0.9064576675299506,0.21928110122680664,1.608050322532654
7,1,sheppard,chi2,0.9011672912381151,0.9014771287594151,0.2194716215133667,1.6465221881866454
7,1,sheppard,relieff,0.9033421829525118,0.900543038281237,0.24084146022796632,1.6853384017944335
7,2,max,uniform,0.9070742181324943,0.9070742181324943,0.21392521858215333,0.30578181743621824
7,2,max,mutual_info,0.9042830269831498,0.9042830269831498,0.2255150556564331,0.31869676113128664
7,2,max,chi2,0.892160324897311,0.892160324897311,0.2569817066192627,0.340634822845459
7,2,max,relieff,0.892312938979083,0.892312938979083,0.21609165668487548,0.31252987384796144
7,2,invd,uniform,0.9086282258629301,0.9070742181324943,0.22506959438323976,0.3205189943313599
7,2,invd,mutual_info,0.9045911800389206,0.9033503832467877,0.21641058921813966,0.31075258255004884
7,2,invd,chi2,0.8915365564574211,0.892160324897311,0.2136563777923584,0.30901169776916504
7,2,invd,relieff,0.8935568669506544,0.892312938979083,0.22788164615631104,0.3155327081680298
7,2,sheppard,uniform,0.9081621451125714,0.9070742181324943,0.2090226650238037,0.30749456882476806
7,2,sheppard,mutual_info,0.9049034309988568,0.9038162239990666,0.19140613079071045,0.2984622478485107
7,2,sheppard,chi2,0.8916915952171109,0.892160324897311,0.22360756397247314,0.3233323574066162
7,2,sheppard,relieff,0.8932455827154447,0.892312938979083,0.27331957817077634,0.32549827098846434
7,inf,max,uniform,0.8839220274985058,0.10986629741182503,0.22175900936126708,1.169768214225769
7,inf,max,mutual_info,0.8834559759730698,0.10986629741182503,0.17931084632873534,1.0248848915100097
7,inf,max,chi2,0.8668313383174189,0.10924734684941084,0.18243677616119386,1.0294779062271118
7,inf,max,relieff,0.8290610800806533,0.10986629741182503,0.18066649436950682,1.0236437320709229
7,inf,invd,uniform,0.8857887706779597,0.10986629741182503,0.18354790210723876,1.0358989000320435
7,inf,invd,mutual_info,0.8856322964506183,0.10986629741182503,0.17821426391601564,1.015442156791687
7,inf,invd,chi2,0.8666767795469126,0.10924734684941084,0.18178095817565917,1.0247571468353271
7,inf,invd,relieff,0.8363614201093513,0.10986629741182503,0.1786663293838501,1.0238844156265259
7,inf,sheppard,uniform,0.8843900394448797,0.10986629741182503,0.18225226402282715,1.036341619491577
7,inf,sheppard,mutual_info,0.8840758775419602,0.10986629741182503,0.1787958860397339,1.0278595209121704
7,inf,sheppard,chi2,0.8662104565589894,0.10924734684941084,0.18904728889465333,1.0410875797271728
7,inf,sheppard,relieff,0.8354282918839075,0.10986629741182503,0.17900965213775635,1.0234783172607422
